code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	pnns_groups_1	pnns_groups_2	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0042743191638	https://world.openfoodfacts.org/product/0042743191638	usda-ndb-import	1489076154	1498399480	Aloe Vera Drink, Pomegranate					El Mexicano,  Marquez Brothers International  Inc.	el-mexicano,marquez-brothers-international-inc	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:aloe-vera-drinks													US	Water, fructose, aloe vera juice, aloe vera pulp, citric acid, artificial pomegranate flavor, calcium lactate, sodium citrate, gellan gum, sucralose, caramel color, fd&c red no. 40.					240 ml (8 fl oz)		6	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-juice -> en:aloe-vera-juice  ]  [ vera-juice -> en:vera-juice  ]  [ juice -> en:juice  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ artificial-pomegranate-flavor -> en:artificial-pomegranate-flavor  ]  [ pomegranate-flavor -> en:pomegranate-flavor  ]  [ flavor -> en:flavor  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ sucralose -> en:e955  -> exists  -- ok  ]  [ caramel-color -> en:e150a  -> exists  -- ok  ]  [ fd-c-red-no -> en:fd-c-red-no  ]  [ c-red-no -> en:c-red-no  ]  [ red-no -> en:red-no  ]  [ no -> en:fd-c  ]  [ 40 -> en:40  ] 	en:e150a,en:e327,en:e330,en:e331,en:e418,en:e955	0			0			Beverages	Artificially sweetened beverages	en:aloe-vera-drinks									138		0																																				7.92	7.08										0				0.0381	0.015							0														0.017																													
0190099000262	https://world.openfoodfacts.org/product/0190099000262	usda-ndb-import	1489072743	1498399480	Aloe Vera Drink, Strawberry					Pure Plus	pure-plus	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:aloe-vera-drinks													US	Water, fructose, aloe vera gel, citric acid, sodium citrate, calcium lactate, artificial strawberry flavor, gellan gum, sucralose, fd&c red no.40, beta-carotene.					240 ml (1 cup)		7	 [ water -> en:water  ]  [ fructose -> en:fructose  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ artificial-strawberry-flavor -> en:artificial-strawberry-flavor  ]  [ strawberry-flavor -> en:strawberry-flavor  ]  [ flavor -> en:flavor  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ sucralose -> en:e955  -> exists  -- ok  ]  [ fd-c-red-no-40 -> en:fd-c-red-no-40  ]  [ c-red-no-40 -> en:c-red-no-40  ]  [ red-no-40 -> en:e129  -> exists  -- ok  ]  [ beta-carotene -> en:e160ai  -> exists  -- ok  ] 	en:e129,en:e160a,en:e160ai,en:e327,en:e330,en:e331,en:e418,en:e955	0			1		e160a-beta-carotene	Beverages	Artificially sweetened beverages	en:aloe-vera-drinks									138		0																																				7.92	7.92										0				0.05334	0.021							0														0.017																													
0845163008384	https://world.openfoodfacts.org/product/0845163008384	usda-ndb-import	1489141318	1498399480	Aloe Vera Fruit Drink					Vivaloe	vivaloe	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-sugared-beverages,en:aloe-vera-drinks													US	Water, aloe vera pulp, aloe vera juice, pure cane sugar, honey, pure cane juice, citric acid, all natural flavor, stevia.					240 ml (8 fl oz)		1	 [ water -> en:water  ]  [ aloe-vera-pulp -> en:aloe-vera-pulp  ]  [ vera-pulp -> en:vera-pulp  ]  [ pulp -> en:pulp  ]  [ aloe-vera-juice -> en:aloe-vera-juice  ]  [ vera-juice -> en:vera-juice  ]  [ juice -> en:juice  ]  [ pure-cane-sugar -> en:pure-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ honey -> en:honey  ]  [ pure-cane-juice -> en:pure-cane-juice  ]  [ cane-juice -> en:cane-juice  ]  [ juice -> en:juice  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ all -> en:all  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ stevia -> en:stevia  ] 	en:e330	0			0			Beverages	Non-sugared beverages	en:aloe-vera-drinks									88		0	0																																	0		5.42	3.75									0	0				0.00508	0.002																																										6	0							
0812475012156	https://world.openfoodfacts.org/product/0812475012156	usda-ndb-import	1489072241	1498399480	Aloe Vera Juice Drink					Alo Essentials	alo-essentials	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera, cane sugar, honey, lime juice, ascorbic acid, trisodium citrate, citric acid, gellan gum.					350 ml (11.8 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera -> en:aloe-vera  ]  [ vera -> en:vera  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ honey -> en:honey  ]  [ lime-juice -> en:lime-juice  ]  [ juice -> en:juice  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ] 	en:e330,en:e331,en:e331iii,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									121		0	0																																	0	0	7.43	6.57									0	0				0.01016	0.004		0					0.0003														0.006		0																			10	1							
0812475012163	https://world.openfoodfacts.org/product/0812475012163	usda-ndb-import	1489072959	1498399481	Aloe Vera Juice Drink, Aloe Vera And Mango					Alo Essentials	alo-essentials	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera, cane sugar, mango puree, natural mango flavor, citric acid, ascorbic acid, carboxy methyl cellulose, trisodium citrate, gellan gum, beta carotene (color).					350 ml (11.8 fl oz)		4	 [ water -> en:water  ]  [ aloe-vera -> en:aloe-vera  ]  [ vera -> en:vera  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ mango-puree -> en:mango-puree  ]  [ puree -> en:puree  ]  [ natural-mango-flavor -> en:natural-mango-flavor  ]  [ mango-flavor -> en:mango-flavor  ]  [ flavor -> en:flavor  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ ascorbic-acid -> en:e300  -> exists  -- mandatory_additive_class: en:acidity-regulator,en:antioxidant,en:flour-treatment-agent,en:sequestrant (current: ingredient)  -> exists as a vitamin en:l-ascorbic-acid  ]  [ carboxy-methyl-cellulose -> en:e466  -> exists  -- ok  ]  [ trisodium-citrate -> en:e331iii  -> exists  -- ok  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ beta-carotene -> en:e160ai  -> exists as a vitamin en:beta-carotene and current class is en:vitamins  ]  [ color -> en:colour  ] 	en:e330,en:e331,en:e331iii,en:e418,en:e466	0			1		e160a-beta-carotene	unknown	unknown	en:aloe-vera-drinks									121		0	0																																	0	0	7.43	6.57									0	0				0.01016	0.004		0					0.0003														0.006		0																			10	1							
0999886049329	https://world.openfoodfacts.org/product/0999886049329	usda-ndb-import	1489075328	1498399481	Aloe Vera Juice Drink, Coconut					Houssy	houssy	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Purified water, aloe and coconut pulps (gel) (>30%) fructose syrup, calcium lactate (e327), citric acid (e330), sodium citrate (e331), gellan gum, coconut flavor.					100 ml (3.38 fl oz)		4	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ aloe-and-coconut-pulps -> en:aloe-and-coconut-pulps  ]  [ and-coconut-pulps -> en:and-coconut-pulps  ]  [ coconut-pulps -> en:coconut-pulps  ]  [ pulps -> en:pulps  ]  [ gel -> en:gel  ]  [ 30-fructose-syrup -> en:30-fructose-syrup  ]  [ fructose-syrup -> en:fructose-syrup  ]  [ syrup -> en:syrup  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ e327 -> en:e327  -- already seen  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ e330 -> en:e330  -- already seen  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ e331 -> en:e331  -- already seen  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ coconut-flavor -> en:coconut-flavor  ]  [ flavor -> en:flavor  ] 	en:e327,en:e330,en:e331,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									146		0	0																																	0	0	8.75	8.75									1	0				0.03556	0.014							0														0.03																					10	0							
0255713008083	https://world.openfoodfacts.org/product/0255713008083	usda-ndb-import	1489142048	1498399481	Aloe Vera Juice Drink, Pulp Pomegranate					Viloe	viloe	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Aloe juice, aloe pulp (>15%), sugar, water, citric acid, pomegranate flavor.					500 ml (500 ml)		1	 [ aloe-juice -> en:aloe-juice  ]  [ juice -> en:juice  ]  [ aloe-pulp -> en:aloe-pulp  ]  [ pulp -> en:pulp  ]  [ 15 -> en:15  ]  [ sugar -> en:sugar  ]  [ water -> en:water  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ pomegranate-flavor -> en:pomegranate-flavor  ]  [ flavor -> en:flavor  ] 	en:e330	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									117		0	0																																	0	0	6.8	6.8										0				0.03556	0.014		0																																								9	1							
0884394000378	https://world.openfoodfacts.org/product/0884394000378	usda-ndb-import	1489077746	1498399482	Aloe Vera King, Natural Aloe Vera Drink, Pomegranate					Okf	okf	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Mineral water, organic aloe vera gel powder, aloe vera gel, organic cane sugar, aloe vera juice, honey, citric acid, colored with caramel, calcium lactate, natural pomegranate flavor, colored with vegetable juice, salt, gellan gum, colored with fruit juic					240 ml (8 fl oz)		3	 [ mineral-water -> en:mineral-water  ]  [ water -> en:water  ]  [ organic-aloe-vera-gel-powder -> en:organic-aloe-vera-gel-powder  ]  [ aloe-vera-gel-powder -> en:aloe-vera-gel-powder  ]  [ vera-gel-powder -> en:vera-gel-powder  ]  [ gel-powder -> en:gel-powder  ]  [ powder -> en:powder  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ organic-cane-sugar -> en:organic-cane-sugar  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ aloe-vera-juice -> en:aloe-vera-juice  ]  [ vera-juice -> en:vera-juice  ]  [ juice -> en:juice  ]  [ honey -> en:honey  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ colored-with-caramel -> en:colored-with-caramel  ]  [ with-caramel -> en:with-caramel  ]  [ caramel -> en:e150  -> exists  -- mandatory_additive_class: en:colour (current: ingredient)  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ natural-pomegranate-flavor -> en:natural-pomegranate-flavor  ]  [ pomegranate-flavor -> en:pomegranate-flavor  ]  [ flavor -> en:flavor  ]  [ colored-with-vegetable-juice -> en:colored-with-vegetable-juice  ]  [ with-vegetable-juice -> en:with-vegetable-juice  ]  [ vegetable-juice -> en:vegetable-juice  ]  [ juice -> en:juice  ]  [ salt -> en:salt  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ colored-with-fruit-juic -> en:colored-with-fruit-juic  ]  [ with-fruit-juic -> en:with-fruit-juic  ]  [ fruit-juic -> en:fruit-juic  ]  [ juic -> en:juic  ] 	en:e327,en:e330,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									159		0	0																																	0	0	9.17	7.92									0	0				0.00762	0.003																																										12	1							
0894800000755	https://world.openfoodfacts.org/product/0894800000755	usda-ndb-import	1489075080	1498399482	Aloe Vera Natural Vitamin C Drink					Tropical World	tropical-world	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:aloe-vera-drinks,en:non-alcoholic-beverages													US	Water, aloe vera juice and pulps, cane sugar, malic acid, grape flavor, calcium lactate, vitamin c, gellan gum, stevia.					240 ml (8 fl oz)		3	 [ water -> en:water  ]  [ aloe-vera-juice-and-pulps -> en:aloe-vera-juice-and-pulps  ]  [ vera-juice-and-pulps -> en:vera-juice-and-pulps  ]  [ juice-and-pulps -> en:juice-and-pulps  ]  [ and-pulps -> en:and-pulps  ]  [ pulps -> en:pulps  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ malic-acid -> en:e296  -> exists  -- ok  ]  [ grape-flavor -> en:grape-flavor  ]  [ flavor -> en:flavor  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  -> exists as a vitamin en:vitamin-c  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ stevia -> en:stevia  ] 	en:e296,en:e327,en:e418	0			0			unknown	unknown	en:aloe-vera-drinks									84		0																																		0		5.08	5.04										0				0.04064	0.016		0					0.02														0.004		0																											
0884394004062	https://world.openfoodfacts.org/product/0884394004062	usda-ndb-import	1489137121	1498399482	Aloe Vera Yogort Drink					Okf Corporation	okf-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:aloe-vera-drinks													US	Water, aloe vera gel, cane sugar, mango juice, skim milk powder, citric acid, flavors, soybean polysaccharide, pectin, sodium citrate, honey, sucralose, lactobacillus (fermentum), fd & c yellow 6 (e110), fd & c red 40 (e129)					240 ml (8 fl oz)		6	 [ water -> en:water  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ mango-juice -> en:mango-juice  ]  [ juice -> en:juice  ]  [ skim-milk-powder -> en:skim-milk-powder  ]  [ milk-powder -> en:milk-powder  ]  [ powder -> en:powder  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ flavors -> en:flavors  ]  [ soybean-polysaccharide -> en:soybean-polysaccharide  ]  [ polysaccharide -> en:polysaccharide  ]  [ pectin -> en:e440i  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ honey -> en:honey  ]  [ sucralose -> en:e955  -> exists  -- ok  ]  [ lactobacillus -> en:lactobacillus  ]  [ fermentum -> en:fermentum  ]  [ fd-c-yellow-6 -> en:e110  -> exists  -- ok  ]  [ e110 -> en:e110  -- already seen  ]  [ fd-c-red-40 -> en:e129  -> exists  -- ok  ]  [ e129 -> en:e129  -- already seen  ] 	en:e110,en:e129,en:e330,en:e331,en:e440,en:e440i,en:e955	0			0			Beverages	Artificially sweetened beverages	en:aloe-vera-drinks									167		0	0																																	0	0	10	9.17									0	0				0.0381	0.015		0					0														0		0.01455																			13	2							
0884394004086	https://world.openfoodfacts.org/product/0884394004086	usda-ndb-import	1489092617	1498399483	Aloe Yogurt Aloe Vera Drink					Okf Corporation	okf-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:artificially-sweetened-beverages,en:aloe-vera-drinks													US	Water, aloe vera gel, fructose, sugar, pineapple juice, skim milk powder, citric acid, flavors, cellulose gum, sodium citrate, honey, sucralose, yellow 5, lactobacillus (fermentum), red 40					240 ml (8 fl oz)		6	 [ water -> en:water  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ fructose -> en:fructose  ]  [ sugar -> en:sugar  ]  [ pineapple-juice -> en:pineapple-juice  ]  [ juice -> en:juice  ]  [ skim-milk-powder -> en:skim-milk-powder  ]  [ milk-powder -> en:milk-powder  ]  [ powder -> en:powder  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ flavors -> en:flavors  ]  [ cellulose-gum -> en:e466  -> exists  -- ok  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ honey -> en:honey  ]  [ sucralose -> en:e955  -> exists  -- ok  ]  [ yellow-5 -> en:e102  -> exists  -- ok  ]  [ lactobacillus -> en:lactobacillus  ]  [ fermentum -> en:fermentum  ]  [ red-40 -> en:e129  -> exists  -- ok  ] 	en:e102,en:e129,en:e330,en:e331,en:e466,en:e955	0			0			Beverages	Artificially sweetened beverages	en:aloe-vera-drinks									167		0	0																																	0	0	10	9.17									0	0				0.04064	0.016																							0.01462																			13	2							
0083737638746	https://world.openfoodfacts.org/product/0083737638746	usda-ndb-import	1489142335	1498399483	Aloe, Pineapple & Aloe Vera Juice Drink					Eastland Food Corporation	eastland-food-corporation	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-sugared-beverages,en:aloe-vera-drinks													US	Purified water, aloe vera juice (aloe vera pulp 8.5%) , pineapple juice, cane sugar, natural flavor, citric acid.					240 ml (8 fl oz)		1	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ aloe-vera-juice -> en:aloe-vera-juice  ]  [ vera-juice -> en:vera-juice  ]  [ juice -> en:juice  ]  [ aloe-vera-pulp-8-5 -> en:aloe-vera-pulp-8-5  ]  [ vera-pulp-8-5 -> en:vera-pulp-8-5  ]  [ pulp-8-5 -> en:pulp-8-5  ]  [ 8-5 -> en:8-5  ]  [ 5 -> en:fd-c  ]  [ pineapple-juice -> en:pineapple-juice  ]  [ juice -> en:juice  ]  [ cane-sugar -> en:cane-sugar  ]  [ sugar -> en:sugar  ]  [ natural-flavor -> en:natural-flavor  ]  [ flavor -> en:flavor  ]  [ citric-acid -> en:e330  -> exists  -- ok  ] 	en:e330	0			0			Beverages	Non-sugared beverages	en:aloe-vera-drinks									176		0	0																																	0	0	10.42	10									0.4	0				0.02032	0.008		0					0														0.008		0																			13	2							
8888196405821	https://world.openfoodfacts.org/product/8888196405821	usda-ndb-import	1489143844	1498399484	Aloev, Pai Aloe Vera Juice Drink With Pulp Bits, Peach					Pokka	pokka	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:non-sugared-beverages,en:aloe-vera-drinks													US	Water, aloe vera juice and aloe vera pulp bits (19.5%), soucrose, peach juice (5.5%), peach flavor, citric acid (e330), sodium citrate (e331), ascorbic acid (e300).					300 ml (1 CAN)		3	 [ water -> en:water  ]  [ aloe-vera-juice-and-aloe-vera-pulp-bits -> en:aloe-vera-juice-and-aloe-vera-pulp-bits  ]  [ vera-juice-and-aloe-vera-pulp-bits -> en:vera-juice-and-aloe-vera-pulp-bits  ]  [ juice-and-aloe-vera-pulp-bits -> en:juice-and-aloe-vera-pulp-bits  ]  [ and-aloe-vera-pulp-bits -> en:and-aloe-vera-pulp-bits  ]  [ aloe-vera-pulp-bits -> en:aloe-vera-pulp-bits  ]  [ vera-pulp-bits -> en:vera-pulp-bits  ]  [ pulp-bits -> en:pulp-bits  ]  [ bits -> en:bits  ]  [ 19-5 -> en:19-5  ]  [ 5 -> en:fd-c  ]  [ soucrose -> en:soucrose  ]  [ peach-juice -> en:peach-juice  ]  [ juice -> en:juice  ]  [ 5-5 -> en:5-5  ]  [ 5 -> en:fd-c  ]  [ peach-flavor -> en:peach-flavor  ]  [ flavor -> en:flavor  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ e330 -> en:e330  -- already seen  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ e331 -> en:e331  -- already seen  ]  [ ascorbic-acid -> en:e300  -> exists  -- ok  ]  [ e300 -> en:e300  -- already seen  ] 	en:e300,en:e330,en:e331	0			0			Beverages	Non-sugared beverages	en:aloe-vera-drinks									176		0																																		0		10.33	10.33										0				0.0381	0.015							0.003																																											
0896650001524	https://world.openfoodfacts.org/product/0896650001524	usda-ndb-import	1489141972	1498399484	Aloevine, Aloe Vera Drink, Pineapple					Jj Martin Group  Llc	jj-martin-group-llc	Plant-based-beverages,Aloe Vera Drinks	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:sugared-beverages,en:aloe-vera-drinks													US	Purified water, aloe vera gel (8%), fructose, sugar, acidulant: citric acid, acidity corrector: calcium lactate, artificial pineapple flavor, acidity regulator: sodium citrate, vitamin c, thickening agent: gellan gum, b-carotene.					240 ml (1 cup)		5	 [ purified-water -> en:purified-water  ]  [ water -> en:water  ]  [ aloe-vera-gel -> en:aloe-vera-gel  ]  [ vera-gel -> en:vera-gel  ]  [ gel -> en:gel  ]  [ 8 -> en:fd-c  ]  [ fructose -> en:fructose  ]  [ sugar -> en:sugar  ]  [ acidulant -> en:acidulant  ]  [ citric-acid -> en:e330  -> exists  -- ok  ]  [ acidity-corrector -> en:acidity-corrector  ]  [ corrector -> en:corrector  ]  [ calcium-lactate -> en:e327  -> exists  -- ok  ]  [ artificial-pineapple-flavor -> en:artificial-pineapple-flavor  ]  [ pineapple-flavor -> en:pineapple-flavor  ]  [ flavor -> en:flavor  ]  [ acidity-regulator -> en:acidity-regulator  ]  [ regulator -> en:regulator  ]  [ sodium-citrate -> en:e331  -> exists  -- ok  ]  [ vitamin-c -> en:vitamin-c  ]  [ c -> en:c  ]  [ thickening-agent -> en:thickening-agent  ]  [ agent -> en:agent  ]  [ gellan-gum -> en:e418  -> exists  -- ok  ]  [ b-carotene -> en:b-carotene  ]  [ carotene -> en:e160a  -> exists  -- ok  ] 	en:e160a,en:e327,en:e330,en:e331,en:e418	0			0			Beverages	Sweetened beverages	en:aloe-vera-drinks									176		0	0																																	0	0	10	10									0	0				0.05842	0.023		0					0.0112														0.017		0																			13	2							
